timestamp,duration,initial_mode,end_line_reason,bias,first_6_outcomes,profit,all_outcomes_first_shoe,all_outcomes_second_shoe
20250211_175224,BBB,"decent profit with many bad streaks (150+, 3 streaks)",P,BPPPPP,190.5,BPPPPPPPTTBBBBPBBBTBBPTBPPBPTBPBBPPBPPBBTBBP,
20250211_202615,PPP,"decent profit with many bad streaks (150+, 3 streaks)",B,BPBBBB,215.0,BPBBBBTBBBPPBBPBPPPBBTPTPTBBBTPBBBPBPBPPPPBBBTPPPBBPPBPBBB,
20250211_203914,PPP,"decent profit with many bad streaks (150+, 3 streaks)",,PPBBBB,197.0,PPBBBBPBPBBPPPTBPBPBPBTPPPPBPBPPP,
20250211_205042,BBB,quick profit (200+ in 5 min),P,PPPPPB,230.0,PPPPTPBPPTBPPPPP,
20250211_205904,BBB,quick profit (200+ in 5 min),P,PPPBBP,230.0,PPPBBPBBPBPTPPPPP,
20250211_211504,BBB,excellent profit (300+),P,BPBPPP,330.0,BTPBPPPBPBPBBPBBPTBPPPBPBTBPBBPPPBPBTPPP,
20250212_192837,BBB,"decent profit with bad streaks (150+ in 10 min, 2 streaks)",P,PPPPBP,165.0,PPPPBPBBBBBBBBBBBBBBBPPTBBBPPPPBBPPTPP,
20250212_195033,PPP,excellent profit (300+),B,BBPBBB,315.5,BBPBBBPPPBPBTBBPBBBPBBTBPPBPPBBPPBBPBBPBPPBBPPPPPPTP,
20250212_195141,BBB,"only 1 cube value left, lower than 10 or higher than 100 detected",,PPPBPB,-50,PPPBPBPBB,
20250212_195850,BBB,good profit (250+ in 10 min),,PPPBPB,255.0,PPPBPBPBBPBBBBPBPPTPPBPPP,
20250212_201556,PPP,excellent profit (300+),,BBPBBB,330.5,BBPBBBTBBBPPBBPBPTBTBBPPPBPPPPBPBP,
20250212_203801,PPP,excellent profit (300+),,BBBBPP,331.0,BBBBPPBPPPBPPBPBBBPBTPBBBBPPBTPBPPTPPPPBBTBBBPBBTTB,
20250212_205027,BBB,excellent profit (300+),P,PPPBBP,340.0,PPPBBPBPBTPBPBPBBTPBPPPPPBBPTTBPPPP,
20250214_193310,BBB,good profit (250+ in 10 min),,PBBPPP,260.0,PBBTPPPPBPTBBPPPPPPBPP,
20250214_193715,PPP,quick profit (200+ in 5 min),,BBBBBP,209.0,BBBTBBPTBBBBBTBBBBB,
20250214_195225,PPP,excellent profit (300+),,BBBPBB,323.5,BBBPBBBBPTPPBBBBPTBPBBBPPTTPPBPBPBBPTBB,
20250214_195553,BBB,quick profit (200+ in 5 min),,PPPPBP,220,PPPPTBPPBBPTPPPPP,
20250214_201235,BBB,profitable with too many bad streaks (4 streaks),,PPPPBP,67.5,TPPPPBPBBBPPPPBPPPBBBTBBBPTBBBPBBBTPBPPPBPP,
20250214_202149,BBB,good profit (250+ in 10 min),,PBPPPP,267.5,PBPPPPBBTTBPBPPBPBBPPBPPPBBPTPP,
20250214_202555,BBB,"too many early ties (<6 bets, 2 ties)",,BBPPPP,60.0,TBBPPPPBBPTPBT,
20250214_205531,PPP,Shoe finished,,PBBBPB,-489.0,PBBBPBPPPBBPBBBPPBTTBPTPPBPBPPPBBBPPPPPBBBTBPPPBTPTBTBBBBTBBBBTBBPBB,
20250214_210224,BBB,"too many early ties (<6 bets, 2 ties)",P,BPPPPP,110.0,BPPPPPBBTPBPPT,
20250214_211148,BBB,"decent profit with bad streaks (150+ in 10 min, 2 streaks)",P,PBPPPB,167.5,PBPPPBBBBTBBPBPBBBBTBBPPB,
20250214_214521,BBB,Shoe finished,,BPPPPB,-370.5,BPPPPBPPPPBBBPBPPBPPPPBBBPBPPBPPBPPBBBPBBPBBBTPPPPBBBPBTTTPBPTPPTBPTPP,
20250214_220012,BBB,good profit (250+ in 10 min),P,PBPPPP,270,PBPPPPPBPPPPPBBPBPBPPBPP,
20250214_220555,BBB,"too many early ties (<12 bets, 3 ties)",,BPPPPB,20.0,BPPPPBPBPPBPTBPBTTP,
20250214_221001,PPP,quick profit (200+ in 5 min),B,BBBBPB,216.5,BBBBPBPBBPBBBB,
20250214_221923,PPP,good profit (250+ in 10 min),,PBBBBP,261.0,PBBBBPPBTPBPBBTBBBB,
20250215_222545,PPP,Shoe finished,,BBBPBP,-422.0,BBBPBTPPPBBPBBPBBBPPPBPBBPBBBTBBPPPBBBTPBBTPPBPTTPPPPBBBPBPBPBBPPBPBBP,
20250215_225513,PPP,"only 1 cube value left, lower than 10 or higher than 100 detected",,BBBPPB,390.5,BBTBPPBBPBBBPBBPBPBBBPTPBBBBPPBBPTPBBPPBBB,
20250216_134602,BBB,Shoe finished,,PPPBPP,-340.0,PPPBTPPPBBBBBBBPPPBPPBPBBPPBPTBBPBBPPPPPPBTBBBBBBPBPTPBBPBPBPPTBTPP,
20250216_140426,PPP,"contradicting bias (PPP mode, 60.7% player wins)",B,PBPBBB,53.5,PBPTBBBBBPBBPTPPPPBPPPPBBPPPBBPPPPBTB,
20250216_152811,BBB,excellent profit (300+),P,PPPPBP,330.0,PPPPBPBPBBPPBPPBBBPPPPTPPPPBBPBPBPPP,
20250216_165246,BBB,good profit (250+ in 10 min),,PPPBBP,294.0,PPPBBPBPPPPBPPBBBBTTPBBPPTPTBPP,
20250216_172016,BBB,large cube values with few cubes,P,PPBPPP,-50,PPBPPPPBB,
20250216_183337,PPP,"decent profit with many bad streaks (150+, 3 streaks)",,PBBBBB,159.5,PBBBBBBBBPBBBBPBBTPPPBPPPBBBBPBPPBPPPPBPBBPPBPBPTPBPBBBB,
20250216_184733,BBB,excellent profit (300+),P,BPPPBP,316.5,BTPPPBPBBPPPPBPTPBBBBPPBPBPBPBBPBBPPPPPP,
20250216_185125,BBB,"too many early ties (<6 bets, 2 ties)",P,PPBPPP,10.0,PPBPPPPBBPPBTPBTBP,
20250216_191435,BBB,Shoe finished,P,BPPPPB,-242.0,BPPPPBPPTBPBBBBBPBBTPPBBBPPBPBBPBPBBBPPBPBTPBPBPPBBPBBPPBPBP,
20250216_211619,PPP,"decent profit with many bad streaks (150+, 3 streaks)",,BBBPPB,165.0,BBBTPPBTTBPBBTPBPTPBBBPPBPPBPPPPPPPPBBTPPPBPPTBPPPBBP,
20250216_214341,BBB,excellent profit (300+),P,PBPPPP,320.0,PBPTPPPPPBPPPPBBBPPPPPBBPBPBTBPPBBBPPPPPPPPPBPPP,
20250216_214722,PPP,quick profit (200+ in 5 min),,BBPBBB,216.5,BBPBBBBBPBBBBPBBB,
20250216_220115,BBB,good profit (250+ in 10 min),P,PBBPPP,296.5,PBBPPPPBPPTPPBBBPPPPBPBTPPPTP,
20250216_221059,BBB,good profit (250+ in 10 min),,PPPBPP,260.5,PPPBPPPBBPPPBBBBBPPBPBBPBPPP,
20250216_224410,PPP,"decent profit with many bad streaks (150+, 3 streaks)",,BPBPBB,188.0,BPBPBBBBBPBPBBPBBPPBPPPBTTTPPBPBPPBTPPBPPBBPPPPPPBBPBBBPTPPTPPBPBBBBBB,
20250216_225423,BBB,good profit (250+ in 10 min),P,BPPPPP,260.0,BPPPPPPBBPPPBPBBPPPTPPBBPP,
20250216_225812,PPP,"too many early ties (<6 bets, 2 ties)",,BPBPBB,4.5,BPBTPBBBBBPBPTBPT,
20250217_102447,BBB,excellent profit (300+),P,PBBPPP,301.0,PBBPPPBBPBPBPBBBPBBPBBPBPPPTTBPPPPBPBP,
20250217_103635,BBB,profitable with too many bad streaks (4 streaks),,PPBPPP,7.0,PPBPPPBPTPTTPPBBBPPPBTBBBPBBBPBPBBB,
20250217_110502,BBB,large cube values with few cubes,P,PPBPBP,-293.5,PPBPBPBPPBBPTPPBPBPTBBPBPBPPPBBBBBPBPBBBTPBPPBBPBPBBPTPBTPB,
20250217_113145,BBB,"decent profit with many bad streaks (150+, 3 streaks)",P,PPPBPP,151.5,PPPTBPPBPPBBBPPBPPBPPBBPBPBTBPPBBBPPBBTTBBPPBPTBPP,
20250217_113739,PPP,quick profit (200+ in 5 min),,BBBPBP,201.5,BBBTPBPPBPPBTBBPBBB,
20250217_114059,PPP,"too many early ties (<6 bets, 2 ties)",,BPBBPB,93.0,BPTBBPBTBPTBBBBBPTT,
20250217_120853,BBB,Shoe finished,P,BPPPBP,-1242.5,BPPPBPPBTBBBBBBTBPPPPTPPPBPPBBBBBBPPPBBBPBPBPBBPPBPBPBBBBPPPPTTPBB,
20250217_122607,BBB,profitable with too many bad streaks (4 streaks),,BPPPPB,73.0,BPPPPBBTBPBBBTBPPBPTBBBPTPBPPBBBBPBBBBBPBBBPB,
20250217_125446,PPP,excellent profit (300+),,BBBBPB,345.5,BBBBPBTPBBBBBPPPBPBPBBBPBBTTBPBPPPPPPPPBPPBPBPBBBPBPBPPBBBBTBB,
20250217_130019,BBB,"too many early ties (<6 bets, 2 ties)",,PPPPPB,10.0,PPTPPPBBTPTTPBTBP,
20250217_130628,BBB,quick profit (200+ in 5 min),P,PPPPBP,200.0,PPPPBPBPBPBPTPPP,
20250217_133507,BBB,profitable with too many bad streaks (4 streaks),P,PPPBBP,41.5,PPPBBPTTPBBTBPBBTBPPBPPBBBPPBPPBBPPPTPPBTTBBBPB,
20250217_135734,BBB,profitable with too many bad streaks (4 streaks),P,BPPPPB,63.0,BPPPPBBBPPPBBBPBPTBPPBPPBTBBPBBBBBBBBBPPBPPTBPBPBTPPP,
20250217_140749,BBB,"decent profit with bad streaks (150+ in 10 min, 2 streaks)",,PPPPBB,197.5,PPPTPBBBBPBTBBPPPPPPPBTPPP,
20250217_165819,BBB,"too many early ties (<6 bets, 2 ties)",P,BPPPPP,7.5,BPPPPTPBPBBBTBBBTP,
20250217_172013,BBB,"only 1 cube value left, lower than 10 or higher than 100 detected",P,PPPPPB,394.0,PPTPPPBBBTBBPPPBTPPBBBBBBBBBBBBBBBBBPBPPBPPPPBPTBBPBPBPBPBBPP,
20250217_172503,BBB,quick profit (200+ in 5 min),P,BPPPPB,200,BPPPPBBPBPPPBBPPPP,
20250217_173459,BBB,"decent profit with bad streaks (150+ in 10 min, 2 streaks)",,PBPPPP,172.5,PBPPPPBBBPBPPBPBPBBBBBPPBTBBBPTP,
20250217_175408,PPP,excellent profit (300+),,BBBBPB,316.0,BBBBPBPBPPBPBPTBBBTBPPPBBBPBPBBPTPBBBBTBBPBPBPBBTPB,
20250217_191558,BBB,excellent profit (300+),P,BBPPPP,315.5,BBPPPPPBBPBTPPBPPPPTBBTPBBBBBBPPPPBPPBTPBBBBPPPPPP,
20250217_192812,BBB,quick profit (200+ in 5 min),P,PPBPPP,223.0,PPBPPPPBTBPBBBBPBPBPTP,
20250217_193953,BBB,excellent profit (300+),P,BPPPBP,316.5,BPPPBTPTPTPPBBPBPPPBPPPBPBBBBPPPPPP,
20250217_195007,PPP,"too many early ties (<6 bets, 2 ties)",,PBBBBP,54.5,PBBBBPBPTBPBT,
20250217_195659,PPP,quick profit (200+ in 5 min),,PBBBBB,214.0,PBBBBBBBPPBBBBBPBB,
20250217_200318,PPP,Shoe finished,B,PPBBBB,0,PPBBBBPPBPPB,
20250217_202052,BBB,quick profit (200+ in 5 min),P,PBBPPP,230,PBBPPPBBPPBPPPP,
20250217_202512,BBB,"too many early ties (<6 bets, 2 ties)",P,PBPBPP,10.0,PBPTBPPBPPBTBTP,
20250217_205417,BBB,Shoe finished,P,PBPPPP,-1270.5,PBPPPPTTBPTPBPBTPBPBTBBPTPTBBBPBBTBPBBBPPTBPBBBBPPBPBPPPBPPBBTB,
20250217_222115,BBB,Shoe finished,,BPBPPP,-3335.5,BPBPPPBPBPPPBBBPBBTBBBBTBBPBBPBPTTPBTBBPBPBPPBBBPPBBBBPBBPPTPPPBBBBBPBP,
20250219_213226,PPP,"only 1 cube value left, lower than 10 or higher than 100 detected",,BBPBBB,233.0,BBPBBBTTPPBBBB,
20250219_214449,PPP,max drawdown reached (-4000),,BBBBPB,-4086.0,BBBBPBBBPPBPPPBPBPPPTPBPTBPPBPPBBPPP,
20250221_212858,BBB,"contradicting bias (BBB mode, 66.7% banker wins)",,PPPPBP,175.5,TPPPPBPBPBBBBPBP,
20250221_222830,BBB,"decent profit with many bad streaks (150+, 3 streaks)",P,BPPPBP,289.0,BPPPBPBPTBBBBPPBPBBPTBPPPBPBPBPBTBPPPBBBPPBBBPPPPBPPTBPPBPP,
20250221_223913,BBB,"contradicting bias (BBB mode, 60.0% banker wins)",P,PBPPPP,162.0,PBPPPPPBTBTBBPBPBP,
20250221_224900,BBB,"only 1 cube value left, lower than 20",,PBPBPP,400.0,PBPTBPPTBPPPBTPPTPPPPPPP,
20250221_230623,PPP,"only 1 cube value left, lower than 20",,PPBBBB,398.0,PPBBBBBBBBBPPPPBPBPBBPBB,
20250221_233302,BBB,few cubes with bad streaks (2+ streaks),,BPPPPB,-48.0,BPPPPBPBBBBPPBPBBBPPPPBPBPBBPPBBPTBPPBPPPTBPPBBPBPBBPBTBPPBPBBTBBP,
20250221_234727,BBB,"decent profit with many bad streaks (150+, 3 streaks)",P,PBPPPP,174.0,PBPPPTPPBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBPPBBBPBBPPPBBTBBPPPBBTBBBBPPTBP,
20250222_001237,PPP,"only 1 cube value left, higher than 100 and in profit",,BPBBPB,358.5,BPBBPBBPBPBPBBBPBBTPTPBBPPBPTBBPBPTBBPBPBPPPBBBBTTBB,
20250222_003930,BBB,Shoe finished,P,PBBPPP,-1019.0,PBBTPPPPPPBTPBBPBPPPBPPBBTBBPTBBBTPPBPBPBBBPBTPPPBPPBBBBBBBBBBBPBBP,
20250222_102553,PPP,few cubes with bad streaks (2+ streaks),,PBBBPB,360.0,PBBBPBBBPBBBPPPBTPBPBTBPTBPPPPBPBBPBPBBB,
20250222_110103,BBB,Shoe finished,P,BPBPPP,-1372.0,BPBPPPBPBBBTBPBBBBPBBPBTBTPPPPTPBBBPBBBTTPPBBBPBPPBPPBBBBPPBPBPBBPP,
20250222_113949,PPP,Shoe finished,,BBPBBB,-2201.5,BBPBBBPTPBPPPPPBBPTPBPBTPTBBTBBPPBBPBBBPBPPTBTPBPPPBPBPBPPPBBPPBPPPT,
20250223_195811,PPP,only 1 cube left or in profit,,BPBBB,38.0,BPBBB,
